experiment,evaluation_type,metric,step,episodes,seed,value,source
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,16500,,1,0.01386124,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,16600,,1,0.01513266,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,16700,,1,0.01322964,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,16800,,1,0.01450763,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,16900,,1,0.01395502,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17000,,1,0.01345218,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17100,,1,0.01372781,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17200,,1,0.01401791,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17300,,1,0.01375129,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17400,,1,0.01307250,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17500,,1,0.01289015,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17600,,1,0.01289325,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17700,,1,0.01274067,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17800,,1,0.01398958,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,17900,,1,0.01276528,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18000,,1,0.01241555,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18100,,1,0.01279873,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18200,,1,0.01303355,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18300,,1,0.01266898,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18400,,1,0.01256134,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18500,,1,0.01328094,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18600,,1,0.01263938,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18700,,1,0.01234862,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18800,,1,0.01212810,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,18900,,1,0.01259395,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19000,,1,0.01339744,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19100,,1,0.01282375,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19200,,1,0.01337293,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19300,,1,0.01409023,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19400,,1,0.01242484,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19500,,1,0.01301726,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19600,,1,0.01297793,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19700,,1,0.01273723,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19800,,1,0.01329882,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,19900,,1,0.01314198,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20000,,1,0.01209402,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20100,,1,0.01130781,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20200,,1,0.01240304,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20300,,1,0.01056192,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20400,,1,0.01143989,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20500,,1,0.01105573,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20600,,1,0.01087635,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20700,,1,0.01157264,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20800,,1,0.01096914,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,20900,,1,0.01154520,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21000,,1,0.01086416,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21100,,1,0.01164630,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21200,,1,0.01152913,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21300,,1,0.01162705,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21400,,1,0.01081546,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21500,,1,0.01087630,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21600,,1,0.01093680,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21700,,1,0.01125282,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21800,,1,0.01171402,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,21900,,1,0.01074607,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22000,,1,0.01172638,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22100,,1,0.01174569,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22200,,1,0.01139109,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22300,,1,0.01154944,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22400,,1,0.01148863,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22500,,1,0.01092584,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22600,,1,0.01119832,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22700,,1,0.01081436,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22800,,1,0.01170717,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,22900,,1,0.01171860,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23000,,1,0.01149534,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23100,,1,0.01109049,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23200,,1,0.01078501,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23300,,1,0.01099954,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23400,,1,0.01100687,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23500,,1,0.01144533,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23600,,1,0.01140983,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23700,,1,0.01032906,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23800,,1,0.01063851,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,23900,,1,0.01112537,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24000,,1,0.01115724,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24100,,1,0.01113463,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24200,,1,0.01118829,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24300,,1,0.01140795,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24400,,1,0.01096954,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24500,,1,0.01102927,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24600,,1,0.01159353,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24700,,1,0.01150016,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24800,,1,0.01087968,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,24900,,1,0.01097507,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25000,,1,0.01076406,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25100,,1,0.01075193,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25200,,1,0.01168047,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25300,,1,0.01097633,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25400,,1,0.01143358,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25500,,1,0.01161072,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25600,,1,0.01101935,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25700,,1,0.01093446,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25800,,1,0.01096704,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,25900,,1,0.01132857,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26000,,1,0.01119260,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26100,,1,0.01083908,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26200,,1,0.01155585,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26300,,1,0.01076789,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26400,,1,0.01096589,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26500,,1,0.01080347,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26600,,1,0.01098758,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26700,,1,0.01086960,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26800,,1,0.01039298,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,26900,,1,0.01135099,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27000,,1,0.01076385,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27100,,1,0.01118243,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27200,,1,0.01067810,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27300,,1,0.01141791,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27400,,1,0.01128729,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27500,,1,0.01060060,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27600,,1,0.01082677,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27700,,1,0.01076294,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27800,,1,0.01084167,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,27900,,1,0.01074424,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28000,,1,0.01015527,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28100,,1,0.01087381,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28200,,1,0.01064963,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28300,,1,0.01103754,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28400,,1,0.01109856,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28500,,1,0.01046181,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28600,,1,0.01106300,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28700,,1,0.01094099,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28800,,1,0.01111075,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,28900,,1,0.01088181,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29000,,1,0.01063984,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29100,,1,0.01042910,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29200,,1,0.01117476,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29300,,1,0.01085056,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29400,,1,0.01068294,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29500,,1,0.01075613,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29600,,1,0.01118833,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29700,,1,0.01077336,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29800,,1,0.01092468,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_scalar,loss,29900,,1,0.01063664,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_once,0,100,1,0.01000000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_once,5000,100,1,0.15000001,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_once,10000,100,1,0.75000000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_once,15000,100,1,0.68000001,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_once,20000,100,1,0.64999998,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_once,25000,100,1,0.68000001,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_at_end,0,100,1,0.00000000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_at_end,5000,100,1,0.12000000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_at_end,10000,100,1,0.68000001,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_at_end,15000,100,1,0.55000001,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_at_end,20000,100,1,0.54000002,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,success_at_end,25000,100,1,0.60000002,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,return,0,100,1,0.16000000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,return,5000,100,1,4.19999981,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,return,10000,100,1,20.79000092,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,return,15000,100,1,16.39999962,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,return,20000,100,1,16.80999947,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,return,25000,100,1,16.60000038,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,reward,0,100,1,0.00160000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,reward,5000,100,1,0.04200000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,reward,10000,100,1,0.20790000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,reward,15000,100,1,0.16400000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,reward,20000,100,1,0.16810000,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
act-PickCube-v1-state-100demos-seed1,training_periodic_eval,reward,25000,100,1,0.16599999,act-PickCube-v1-state-100demos-seed1/events.out.tfevents.1790055938.WP.1047248.0
best_eval_success_at_end,checkpoint_video_eval,success_once,,50,1,1.00000000,assets/videos/best_eval_success_at_end
best_eval_success_at_end,checkpoint_video_eval,success_at_end,,50,1,1.00000000,assets/videos/best_eval_success_at_end
best_eval_success_at_end-cpu-verification,checkpoint_cpu_verification,success_once,,10,1,0.70000000,fresh_cpu_verification_2026-09-22
best_eval_success_at_end-cpu-verification,checkpoint_cpu_verification,success_at_end,,10,1,0.60000000,fresh_cpu_verification_2026-09-22
best_eval_success_at_end-cpu-verification,checkpoint_cpu_verification,return,,10,1,20.10000000,fresh_cpu_verification_2026-09-22
best_eval_success_at_end-cpu-verification,checkpoint_cpu_verification,reward,,10,1,0.20100000,fresh_cpu_verification_2026-09-22
best_eval_success_at_end-cpu-verification,checkpoint_cpu_verification,episode_len,,10,1,100.00000000,fresh_cpu_verification_2026-09-22
